article_id;essay;emotion;tokens;1-gram;2-gram
268;kelly interview repeatedly shaking finger accusing sex brought allegation sexual assault trump tone gingrich tried tell kelly word could could use gingrich bill clinton sex life driving force behind movement clinton following consensual sexual relationship young former clinton became second president american history house senate voter meanwhile punished republican saw overreach gop lost five house seat election led;neutral;['kelly', 'interview', 'repeatedly', 'shaking', 'finger', 'accusing', 'sex', 'brought', 'allegation', 'sexual', 'assault', 'trump', 'tone', 'gingrich', 'tried', 'tell', 'kelly', 'word', 'could', 'could', 'use', 'gingrich', 'bill', 'clinton', 'sex', 'life', 'driving', 'force', 'behind', 'movement', 'clinton', 'following', 'consensual', 'sexual', 'relationship', 'young', 'former', 'clinton', 'became', 'second', 'president', 'american', 'history', 'house', 'senate', 'voter', 'meanwhile', 'punished', 'republican', 'saw', 'overreach', 'gop', 'lost', 'five', 'house', 'seat', 'election', 'led'];['kelly', 'interview', 'repeatedly', 'shaking', 'finger', 'accusing', 'sex', 'brought', 'allegation', 'sexual', 'assault', 'trump', 'tone', 'gingrich', 'tried', 'tell', 'kelly', 'word', 'could', 'could', 'use', 'gingrich', 'bill', 'clinton', 'sex', 'life', 'driving', 'force', 'behind', 'movement', 'clinton', 'following', 'consensual', 'sexual', 'relationship', 'young', 'former', 'clinton', 'became', 'second', 'president', 'american', 'history', 'house', 'senate', 'voter', 'meanwhile', 'punished', 'republican', 'saw', 'overreach', 'gop', 'lost', 'five', 'house', 'seat', 'election', 'led'];['kelly interview', 'interview repeatedly', 'repeatedly shaking', 'shaking finger', 'finger accusing', 'accusing sex', 'sex brought', 'brought allegation', 'allegation sexual', 'sexual assault', 'assault trump', 'trump tone', 'tone gingrich', 'gingrich tried', 'tried tell', 'tell kelly', 'kelly word', 'word could', 'could could', 'could use', 'use gingrich', 'gingrich bill', 'bill clinton', 'clinton sex', 'sex life', 'life driving', 'driving force', 'force behind', 'behind movement', 'movement clinton', 'clinton following', 'following consensual', 'consensual sexual', 'sexual relationship', 'relationship young', 'young former', 'former clinton', 'clinton became', 'became second', 'second president', 'president american', 'american history', 'history house', 'house senate', 'senate voter', 'voter meanwhile', 'meanwhile punished', 'punished republican', 'republican saw', 'saw overreach', 'overreach gop', 'gop lost', 'lost five', 'five house', 'house seat', 'seat election', 'election led']
410;wildlife park offer help half million supporter signed petition made nonprofit organization animal asia demand closure aquarium current owner polar bear agree offer pizza could moved proper sanctuary life would end good news chance put mistake right animal welfare director animal asia said statement thanks incredible offer wildlife park happy ending negative publicity suffered yet turned positive news story talking know know mistake made term animal facility ongoing care china;joy;['wildlife', 'park', 'offer', 'help', 'half', 'million', 'supporter', 'signed', 'petition', 'made', 'nonprofit', 'organization', 'animal', 'asia', 'demand', 'closure', 'aquarium', 'current', 'owner', 'polar', 'bear', 'agree', 'offer', 'pizza', 'could', 'moved', 'proper', 'sanctuary', 'life', 'would', 'end', 'good', 'news', 'chance', 'put', 'mistake', 'right', 'animal', 'welfare', 'director', 'animal', 'asia', 'said', 'statement', 'thanks', 'incredible', 'offer', 'wildlife', 'park', 'happy', 'ending', 'negative', 'publicity', 'suffered', 'yet', 'turned', 'positive', 'news', 'story', 'talking', 'know', 'know', 'mistake', 'made', 'term', 'animal', 'facility', 'ongoing', 'care', 'china'];['wildlife', 'park', 'offer', 'help', 'half', 'million', 'supporter', 'signed', 'petition', 'made', 'nonprofit', 'organization', 'animal', 'asia', 'demand', 'closure', 'aquarium', 'current', 'owner', 'polar', 'bear', 'agree', 'offer', 'pizza', 'could', 'moved', 'proper', 'sanctuary', 'life', 'would', 'end', 'good', 'news', 'chance', 'put', 'mistake', 'right', 'animal', 'welfare', 'director', 'animal', 'asia', 'said', 'statement', 'thanks', 'incredible', 'offer', 'wildlife', 'park', 'happy', 'ending', 'negative', 'publicity', 'suffered', 'yet', 'turned', 'positive', 'news', 'story', 'talking', 'know', 'know', 'mistake', 'made', 'term', 'animal', 'facility', 'ongoing', 'care', 'china'];['wildlife park', 'park offer', 'offer help', 'help half', 'half million', 'million supporter', 'supporter signed', 'signed petition', 'petition made', 'made nonprofit', 'nonprofit organization', 'organization animal', 'animal asia', 'asia demand', 'demand closure', 'closure aquarium', 'aquarium current', 'current owner', 'owner polar', 'polar bear', 'bear agree', 'agree offer', 'offer pizza', 'pizza could', 'could moved', 'moved proper', 'proper sanctuary', 'sanctuary life', 'life would', 'would end', 'end good', 'good news', 'news chance', 'chance put', 'put mistake', 'mistake right', 'right animal', 'animal welfare', 'welfare director', 'director animal', 'animal asia', 'asia said', 'said statement', 'statement thanks', 'thanks incredible', 'incredible offer', 'offer wildlife', 'wildlife park', 'park happy', 'happy ending', 'ending negative', 'negative publicity', 'publicity suffered', 'suffered yet', 'yet turned', 'turned positive', 'positive news', 'news story', 'story talking', 'talking know', 'know know', 'know mistake', 'mistake made', 'made term', 'term animal', 'animal facility', 'facility ongoing', 'ongoing care', 'care china']
84;feel common thing intention article seems discus difference perception versus reality love understand part reality understand better example family member tell something look right body usually take example bad head one time took church never wore love always look best dont usually correct situation perception often people get trouble reality always received criticism parent also distinguish difference well parent often critic ok;joy;['feel', 'common', 'thing', 'intention', 'article', 'seems', 'discus', 'difference', 'perception', 'versus', 'reality', 'love', 'understand', 'part', 'reality', 'understand', 'better', 'example', 'family', 'member', 'tell', 'something', 'look', 'right', 'body', 'usually', 'take', 'example', 'bad', 'head', 'one', 'time', 'took', 'church', 'never', 'wore', 'love', 'always', 'look', 'best', 'dont', 'usually', 'correct', 'situation', 'perception', 'often', 'people', 'get', 'trouble', 'reality', 'always', 'received', 'criticism', 'parent', 'also', 'distinguish', 'difference', 'well', 'parent', 'often', 'critic', 'ok'];['feel', 'common', 'thing', 'intention', 'article', 'seems', 'discus', 'difference', 'perception', 'versus', 'reality', 'love', 'understand', 'part', 'reality', 'understand', 'better', 'example', 'family', 'member', 'tell', 'something', 'look', 'right', 'body', 'usually', 'take', 'example', 'bad', 'head', 'one', 'time', 'took', 'church', 'never', 'wore', 'love', 'always', 'look', 'best', 'dont', 'usually', 'correct', 'situation', 'perception', 'often', 'people', 'get', 'trouble', 'reality', 'always', 'received', 'criticism', 'parent', 'also', 'distinguish', 'difference', 'well', 'parent', 'often', 'critic', 'ok'];['feel common', 'common thing', 'thing intention', 'intention article', 'article seems', 'seems discus', 'discus difference', 'difference perception', 'perception versus', 'versus reality', 'reality love', 'love understand', 'understand part', 'part reality', 'reality understand', 'understand better', 'better example', 'example family', 'family member', 'member tell', 'tell something', 'something look', 'look right', 'right body', 'body usually', 'usually take', 'take example', 'example bad', 'bad head', 'head one', 'one time', 'time took', 'took church', 'church never', 'never wore', 'wore love', 'love always', 'always look', 'look best', 'best dont', 'dont usually', 'usually correct', 'correct situation', 'situation perception', 'perception often', 'often people', 'people get', 'get trouble', 'trouble reality', 'reality always', 'always received', 'received criticism', 'criticism parent', 'parent also', 'also distinguish', 'distinguish difference', 'difference well', 'well parent', 'parent often', 'often critic', 'critic ok']
101;renewable energy something important extremely loyal idea renewable energy need develop capacity sustain energy use often one turn light thing etc leave room hate high energy cost also great amount natural used huge bay window bedroom example use read whatever activity would like;joy;['renewable', 'energy', 'something', 'important', 'extremely', 'loyal', 'idea', 'renewable', 'energy', 'need', 'develop', 'capacity', 'sustain', 'energy', 'use', 'often', 'one', 'turn', 'light', 'thing', 'etc', 'leave', 'room', 'hate', 'high', 'energy', 'cost', 'also', 'great', 'amount', 'natural', 'used', 'huge', 'bay', 'window', 'bedroom', 'example', 'use', 'read', 'whatever', 'activity', 'would', 'like'];['renewable', 'energy', 'something', 'important', 'extremely', 'loyal', 'idea', 'renewable', 'energy', 'need', 'develop', 'capacity', 'sustain', 'energy', 'use', 'often', 'one', 'turn', 'light', 'thing', 'etc', 'leave', 'room', 'hate', 'high', 'energy', 'cost', 'also', 'great', 'amount', 'natural', 'used', 'huge', 'bay', 'window', 'bedroom', 'example', 'use', 'read', 'whatever', 'activity', 'would', 'like'];['renewable energy', 'energy something', 'something important', 'important extremely', 'extremely loyal', 'loyal idea', 'idea renewable', 'renewable energy', 'energy need', 'need develop', 'develop capacity', 'capacity sustain', 'sustain energy', 'energy use', 'use often', 'often one', 'one turn', 'turn light', 'light thing', 'thing etc', 'etc leave', 'leave room', 'room hate', 'hate high', 'high energy', 'energy cost', 'cost also', 'also great', 'great amount', 'amount natural', 'natural used', 'used huge', 'huge bay', 'bay window', 'window bedroom', 'bedroom example', 'example use', 'use read', 'read whatever', 'whatever activity', 'activity would', 'would like']
205;one giving potential mate reasonable doubt example mariah careys backup dancer made uncomfortable beginning relationship also think support security time either think value mate definitely sacrifice made regard relationship;neutral;['one', 'giving', 'potential', 'mate', 'reasonable', 'doubt', 'example', 'mariah', 'careys', 'backup', 'dancer', 'made', 'uncomfortable', 'beginning', 'relationship', 'also', 'think', 'support', 'security', 'time', 'either', 'think', 'value', 'mate', 'definitely', 'sacrifice', 'made', 'regard', 'relationship'];['one', 'giving', 'potential', 'mate', 'reasonable', 'doubt', 'example', 'mariah', 'careys', 'backup', 'dancer', 'made', 'uncomfortable', 'beginning', 'relationship', 'also', 'think', 'support', 'security', 'time', 'either', 'think', 'value', 'mate', 'definitely', 'sacrifice', 'made', 'regard', 'relationship'];['one giving', 'giving potential', 'potential mate', 'mate reasonable', 'reasonable doubt', 'doubt example', 'example mariah', 'mariah careys', 'careys backup', 'backup dancer', 'dancer made', 'made uncomfortable', 'uncomfortable beginning', 'beginning relationship', 'relationship also', 'also think', 'think support', 'support security', 'security time', 'time either', 'either think', 'think value', 'value mate', 'mate definitely', 'definitely sacrifice', 'sacrifice made', 'made regard', 'regard relationship']
312;particularly rough situation united state russia syria right united state receiving conflicting intelligence attack conspiracy need cooperation intensity important russia seems keeping intelligence syria power;neutral;['particularly', 'rough', 'situation', 'united', 'state', 'russia', 'syria', 'right', 'united', 'state', 'receiving', 'conflicting', 'intelligence', 'attack', 'conspiracy', 'need', 'cooperation', 'intensity', 'important', 'russia', 'seems', 'keeping', 'intelligence', 'syria', 'power'];['particularly', 'rough', 'situation', 'united', 'state', 'russia', 'syria', 'right', 'united', 'state', 'receiving', 'conflicting', 'intelligence', 'attack', 'conspiracy', 'need', 'cooperation', 'intensity', 'important', 'russia', 'seems', 'keeping', 'intelligence', 'syria', 'power'];['particularly rough', 'rough situation', 'situation united', 'united state', 'state russia', 'russia syria', 'syria right', 'right united', 'united state', 'state receiving', 'receiving conflicting', 'conflicting intelligence', 'intelligence attack', 'attack conspiracy', 'conspiracy need', 'need cooperation', 'cooperation intensity', 'intensity important', 'important russia', 'russia seems', 'seems keeping', 'keeping intelligence', 'intelligence syria', 'syria power']
400;many orphaned child around world international huge problem seems causing lot separated family child go orphanage shelter temporary order seek refuge child range age young teenager;sadness;['many', 'orphaned', 'child', 'around', 'world', 'international', 'huge', 'problem', 'seems', 'causing', 'lot', 'separated', 'family', 'child', 'go', 'orphanage', 'shelter', 'temporary', 'order', 'seek', 'refuge', 'child', 'range', 'age', 'young', 'teenager'];['many', 'orphaned', 'child', 'around', 'world', 'international', 'huge', 'problem', 'seems', 'causing', 'lot', 'separated', 'family', 'child', 'go', 'orphanage', 'shelter', 'temporary', 'order', 'seek', 'refuge', 'child', 'range', 'age', 'young', 'teenager'];['many orphaned', 'orphaned child', 'child around', 'around world', 'world international', 'international huge', 'huge problem', 'problem seems', 'seems causing', 'causing lot', 'lot separated', 'separated family', 'family child', 'child go', 'go orphanage', 'orphanage shelter', 'shelter temporary', 'temporary order', 'order seek', 'seek refuge', 'refuge child', 'child range', 'range age', 'age young', 'young teenager']
27;detail information past used make decision past experience feeling influence current people feel future want feel way study show pleased person would feel purchased flower specific reason birthday etc long thought feeling would last people experience purchasing flower experienced buying flower tested result showed purchased flower past felt happier feeling lasted longer person never experienced purchasing flower;neutral;['detail', 'information', 'past', 'used', 'make', 'decision', 'past', 'experience', 'feeling', 'influence', 'current', 'people', 'feel', 'future', 'want', 'feel', 'way', 'study', 'show', 'pleased', 'person', 'would', 'feel', 'purchased', 'flower', 'specific', 'reason', 'birthday', 'etc', 'long', 'thought', 'feeling', 'would', 'last', 'people', 'experience', 'purchasing', 'flower', 'experienced', 'buying', 'flower', 'tested', 'result', 'showed', 'purchased', 'flower', 'past', 'felt', 'happier', 'feeling', 'lasted', 'longer', 'person', 'never', 'experienced', 'purchasing', 'flower'];['detail', 'information', 'past', 'used', 'make', 'decision', 'past', 'experience', 'feeling', 'influence', 'current', 'people', 'feel', 'future', 'want', 'feel', 'way', 'study', 'show', 'pleased', 'person', 'would', 'feel', 'purchased', 'flower', 'specific', 'reason', 'birthday', 'etc', 'long', 'thought', 'feeling', 'would', 'last', 'people', 'experience', 'purchasing', 'flower', 'experienced', 'buying', 'flower', 'tested', 'result', 'showed', 'purchased', 'flower', 'past', 'felt', 'happier', 'feeling', 'lasted', 'longer', 'person', 'never', 'experienced', 'purchasing', 'flower'];['detail information', 'information past', 'past used', 'used make', 'make decision', 'decision past', 'past experience', 'experience feeling', 'feeling influence', 'influence current', 'current people', 'people feel', 'feel future', 'future want', 'want feel', 'feel way', 'way study', 'study show', 'show pleased', 'pleased person', 'person would', 'would feel', 'feel purchased', 'purchased flower', 'flower specific', 'specific reason', 'reason birthday', 'birthday etc', 'etc long', 'long thought', 'thought feeling', 'feeling would', 'would last', 'last people', 'people experience', 'experience purchasing', 'purchasing flower', 'flower experienced', 'experienced buying', 'buying flower', 'flower tested', 'tested result', 'result showed', 'showed purchased', 'purchased flower', 'flower past', 'past felt', 'felt happier', 'happier feeling', 'feeling lasted', 'lasted longer', 'longer person', 'person never', 'never experienced', 'experienced purchasing', 'purchasing flower']
152;goffman writer compared actor emotion everyday individual like actor individual control emotion expressed can not control inner emotion feeling inner feeling order achieve expression one want people see outside goffman explains emotion emotional experience ongoing thing individual consciously actively working individual want society inner outer feeling;neutral;['goffman', 'writer', 'compared', 'actor', 'emotion', 'everyday', 'individual', 'like', 'actor', 'individual', 'control', 'emotion', 'expressed', 'can', 'not', 'control', 'inner', 'emotion', 'feeling', 'inner', 'feeling', 'order', 'achieve', 'expression', 'one', 'want', 'people', 'see', 'outside', 'goffman', 'explains', 'emotion', 'emotional', 'experience', 'ongoing', 'thing', 'individual', 'consciously', 'actively', 'working', 'individual', 'want', 'society', 'inner', 'outer', 'feeling'];['goffman', 'writer', 'compared', 'actor', 'emotion', 'everyday', 'individual', 'like', 'actor', 'individual', 'control', 'emotion', 'expressed', 'can', 'not', 'control', 'inner', 'emotion', 'feeling', 'inner', 'feeling', 'order', 'achieve', 'expression', 'one', 'want', 'people', 'see', 'outside', 'goffman', 'explains', 'emotion', 'emotional', 'experience', 'ongoing', 'thing', 'individual', 'consciously', 'actively', 'working', 'individual', 'want', 'society', 'inner', 'outer', 'feeling'];['goffman writer', 'writer compared', 'compared actor', 'actor emotion', 'emotion everyday', 'everyday individual', 'individual like', 'like actor', 'actor individual', 'individual control', 'control emotion', 'emotion expressed', 'expressed can', 'can not', 'not control', 'control inner', 'inner emotion', 'emotion feeling', 'feeling inner', 'inner feeling', 'feeling order', 'order achieve', 'achieve expression', 'expression one', 'one want', 'want people', 'people see', 'see outside', 'outside goffman', 'goffman explains', 'explains emotion', 'emotion emotional', 'emotional experience', 'experience ongoing', 'ongoing thing', 'thing individual', 'individual consciously', 'consciously actively', 'actively working', 'working individual', 'individual want', 'want society', 'society inner', 'inner outer', 'outer feeling']
218;gut feeling gut reaction emotional reaction something may negative feeling positive feeling trust gut feeling generally conscious thought sometimes feature rather rationality;neutral;['gut', 'feeling', 'gut', 'reaction', 'emotional', 'reaction', 'something', 'may', 'negative', 'feeling', 'positive', 'feeling', 'trust', 'gut', 'feeling', 'generally', 'conscious', 'thought', 'sometimes', 'feature', 'rather', 'rationality'];['gut', 'feeling', 'gut', 'reaction', 'emotional', 'reaction', 'something', 'may', 'negative', 'feeling', 'positive', 'feeling', 'trust', 'gut', 'feeling', 'generally', 'conscious', 'thought', 'sometimes', 'feature', 'rather', 'rationality'];['gut feeling', 'feeling gut', 'gut reaction', 'reaction emotional', 'emotional reaction', 'reaction something', 'something may', 'may negative', 'negative feeling', 'feeling positive', 'positive feeling', 'feeling trust', 'trust gut', 'gut feeling', 'feeling generally', 'generally conscious', 'conscious thought', 'thought sometimes', 'sometimes feature', 'feature rather', 'rather rationality']
276;feeling deemed appropriate fit current situation since individual want fit seen normal constantly working feeling order fit situation emotion work people want feel want people see feel feeling permanent ongoing thing people constantly try bring manage feeling;neutral;['feeling', 'deemed', 'appropriate', 'fit', 'current', 'situation', 'since', 'individual', 'want', 'fit', 'seen', 'normal', 'constantly', 'working', 'feeling', 'order', 'fit', 'situation', 'emotion', 'work', 'people', 'want', 'feel', 'want', 'people', 'see', 'feel', 'feeling', 'permanent', 'ongoing', 'thing', 'people', 'constantly', 'try', 'bring', 'manage', 'feeling'];['feeling', 'deemed', 'appropriate', 'fit', 'current', 'situation', 'since', 'individual', 'want', 'fit', 'seen', 'normal', 'constantly', 'working', 'feeling', 'order', 'fit', 'situation', 'emotion', 'work', 'people', 'want', 'feel', 'want', 'people', 'see', 'feel', 'feeling', 'permanent', 'ongoing', 'thing', 'people', 'constantly', 'try', 'bring', 'manage', 'feeling'];['feeling deemed', 'deemed appropriate', 'appropriate fit', 'fit current', 'current situation', 'situation since', 'since individual', 'individual want', 'want fit', 'fit seen', 'seen normal', 'normal constantly', 'constantly working', 'working feeling', 'feeling order', 'order fit', 'fit situation', 'situation emotion', 'emotion work', 'work people', 'people want', 'want feel', 'feel want', 'want people', 'people see', 'see feel', 'feel feeling', 'feeling permanent', 'permanent ongoing', 'ongoing thing', 'thing people', 'people constantly', 'constantly try', 'try bring', 'bring manage', 'manage feeling']
350;class difference influence varies parent raise child middleclass parent raise child use feeling lowerclass parent raise child behavior control middleclass parent lowerclass parent raise child like feeling behavioral wise middleclass child get feeling wrong way lowerclass child punished behaving badly;neutral;['class', 'difference', 'influence', 'varies', 'parent', 'raise', 'child', 'middleclass', 'parent', 'raise', 'child', 'use', 'feeling', 'lowerclass', 'parent', 'raise', 'child', 'behavior', 'control', 'middleclass', 'parent', 'lowerclass', 'parent', 'raise', 'child', 'like', 'feeling', 'behavioral', 'wise', 'middleclass', 'child', 'get', 'feeling', 'wrong', 'way', 'lowerclass', 'child', 'punished', 'behaving', 'badly'];['class', 'difference', 'influence', 'varies', 'parent', 'raise', 'child', 'middleclass', 'parent', 'raise', 'child', 'use', 'feeling', 'lowerclass', 'parent', 'raise', 'child', 'behavior', 'control', 'middleclass', 'parent', 'lowerclass', 'parent', 'raise', 'child', 'like', 'feeling', 'behavioral', 'wise', 'middleclass', 'child', 'get', 'feeling', 'wrong', 'way', 'lowerclass', 'child', 'punished', 'behaving', 'badly'];['class difference', 'difference influence', 'influence varies', 'varies parent', 'parent raise', 'raise child', 'child middleclass', 'middleclass parent', 'parent raise', 'raise child', 'child use', 'use feeling', 'feeling lowerclass', 'lowerclass parent', 'parent raise', 'raise child', 'child behavior', 'behavior control', 'control middleclass', 'middleclass parent', 'parent lowerclass', 'lowerclass parent', 'parent raise', 'raise child', 'child like', 'like feeling', 'feeling behavioral', 'behavioral wise', 'wise middleclass', 'middleclass child', 'child get', 'get feeling', 'feeling wrong', 'wrong way', 'way lowerclass', 'lowerclass child', 'child punished', 'punished behaving', 'behaving badly']
49;according new study polar region continuing melt decade lot ice situation really affecting polar bear live environment found ambush seal come water whether change trend sure try;neutral;['according', 'new', 'study', 'polar', 'region', 'continuing', 'melt', 'decade', 'lot', 'ice', 'situation', 'really', 'affecting', 'polar', 'bear', 'live', 'environment', 'found', 'ambush', 'seal', 'come', 'water', 'whether', 'change', 'trend', 'sure', 'try'];['according', 'new', 'study', 'polar', 'region', 'continuing', 'melt', 'decade', 'lot', 'ice', 'situation', 'really', 'affecting', 'polar', 'bear', 'live', 'environment', 'found', 'ambush', 'seal', 'come', 'water', 'whether', 'change', 'trend', 'sure', 'try'];['according new', 'new study', 'study polar', 'polar region', 'region continuing', 'continuing melt', 'melt decade', 'decade lot', 'lot ice', 'ice situation', 'situation really', 'really affecting', 'affecting polar', 'polar bear', 'bear live', 'live environment', 'environment found', 'found ambush', 'ambush seal', 'seal come', 'come water', 'water whether', 'whether change', 'change trend', 'trend sure', 'sure try']
125;fire destroyed family house people escaped suffered harm two cat died result fire displaced least theyre alive least red cross helping might sad pet sure feel fortunate people died fire;sadness;['fire', 'destroyed', 'family', 'house', 'people', 'escaped', 'suffered', 'harm', 'two', 'cat', 'died', 'result', 'fire', 'displaced', 'least', 'theyre', 'alive', 'least', 'red', 'cross', 'helping', 'might', 'sad', 'pet', 'sure', 'feel', 'fortunate', 'people', 'died', 'fire'];['fire', 'destroyed', 'family', 'house', 'people', 'escaped', 'suffered', 'harm', 'two', 'cat', 'died', 'result', 'fire', 'displaced', 'least', 'theyre', 'alive', 'least', 'red', 'cross', 'helping', 'might', 'sad', 'pet', 'sure', 'feel', 'fortunate', 'people', 'died', 'fire'];['fire destroyed', 'destroyed family', 'family house', 'house people', 'people escaped', 'escaped suffered', 'suffered harm', 'harm two', 'two cat', 'cat died', 'died result', 'result fire', 'fire displaced', 'displaced least', 'least theyre', 'theyre alive', 'alive least', 'least red', 'red cross', 'cross helping', 'helping might', 'might sad', 'sad pet', 'pet sure', 'sure feel', 'feel fortunate', 'fortunate people', 'people died', 'died fire']
240;called spread south america america virus cause severe brain impairment article couple child disease showed sign impairment early worried whether second child would also disease child even though odds one four;neutral;['called', 'spread', 'south', 'america', 'america', 'virus', 'cause', 'severe', 'brain', 'impairment', 'article', 'couple', 'child', 'disease', 'showed', 'sign', 'impairment', 'early', 'worried', 'whether', 'second', 'child', 'would', 'also', 'disease', 'child', 'even', 'though', 'odds', 'one', 'four'];['called', 'spread', 'south', 'america', 'america', 'virus', 'cause', 'severe', 'brain', 'impairment', 'article', 'couple', 'child', 'disease', 'showed', 'sign', 'impairment', 'early', 'worried', 'whether', 'second', 'child', 'would', 'also', 'disease', 'child', 'even', 'though', 'odds', 'one', 'four'];['called spread', 'spread south', 'south america', 'america america', 'america virus', 'virus cause', 'cause severe', 'severe brain', 'brain impairment', 'impairment article', 'article couple', 'couple child', 'child disease', 'disease showed', 'showed sign', 'sign impairment', 'impairment early', 'early worried', 'worried whether', 'whether second', 'second child', 'child would', 'would also', 'also disease', 'disease child', 'child even', 'even though', 'though odds', 'odds one', 'one four']
272;reward catch somebody killing horse salt river area several murder horse every year anyways group raising money started campaign gofundme people donated group also concerned issue;neutral;['reward', 'catch', 'somebody', 'killing', 'horse', 'salt', 'river', 'area', 'several', 'murder', 'horse', 'every', 'year', 'anyways', 'group', 'raising', 'money', 'started', 'campaign', 'gofundme', 'people', 'donated', 'group', 'also', 'concerned', 'issue'];['reward', 'catch', 'somebody', 'killing', 'horse', 'salt', 'river', 'area', 'several', 'murder', 'horse', 'every', 'year', 'anyways', 'group', 'raising', 'money', 'started', 'campaign', 'gofundme', 'people', 'donated', 'group', 'also', 'concerned', 'issue'];['reward catch', 'catch somebody', 'somebody killing', 'killing horse', 'horse salt', 'salt river', 'river area', 'area several', 'several murder', 'murder horse', 'horse every', 'every year', 'year anyways', 'anyways group', 'group raising', 'raising money', 'money started', 'started campaign', 'campaign gofundme', 'gofundme people', 'people donated', 'donated group', 'group also', 'also concerned', 'concerned issue']
392;little animal called vaquita endangered specie effort made save specie many conservation group think effort successful call quick fix intervention usually effort made specie effort apparently animal small get trapped;neutral;['little', 'animal', 'called', 'vaquita', 'endangered', 'specie', 'effort', 'made', 'save', 'specie', 'many', 'conservation', 'group', 'think', 'effort', 'successful', 'call', 'quick', 'fix', 'intervention', 'usually', 'effort', 'made', 'specie', 'effort', 'apparently', 'animal', 'small', 'get', 'trapped'];['little', 'animal', 'called', 'vaquita', 'endangered', 'specie', 'effort', 'made', 'save', 'specie', 'many', 'conservation', 'group', 'think', 'effort', 'successful', 'call', 'quick', 'fix', 'intervention', 'usually', 'effort', 'made', 'specie', 'effort', 'apparently', 'animal', 'small', 'get', 'trapped'];['little animal', 'animal called', 'called vaquita', 'vaquita endangered', 'endangered specie', 'specie effort', 'effort made', 'made save', 'save specie', 'specie many', 'many conservation', 'conservation group', 'group think', 'think effort', 'effort successful', 'successful call', 'call quick', 'quick fix', 'fix intervention', 'intervention usually', 'usually effort', 'effort made', 'made specie', 'specie effort', 'effort apparently', 'apparently animal', 'animal small', 'small get', 'get trapped']
23;saw heartbreaking news could believe would defenseless innocent people killed something involvement never understand thing world way need change sadly think see soon;sadness;['saw', 'heartbreaking', 'news', 'could', 'believe', 'would', 'defenseless', 'innocent', 'people', 'killed', 'something', 'involvement', 'never', 'understand', 'thing', 'world', 'way', 'need', 'change', 'sadly', 'think', 'see', 'soon'];['saw', 'heartbreaking', 'news', 'could', 'believe', 'would', 'defenseless', 'innocent', 'people', 'killed', 'something', 'involvement', 'never', 'understand', 'thing', 'world', 'way', 'need', 'change', 'sadly', 'think', 'see', 'soon'];['saw heartbreaking', 'heartbreaking news', 'news could', 'could believe', 'believe would', 'would defenseless', 'defenseless innocent', 'innocent people', 'people killed', 'killed something', 'something involvement', 'involvement never', 'never understand', 'understand thing', 'thing world', 'world way', 'way need', 'need change', 'change sadly', 'sadly think', 'think see', 'see soon']
148;im sure feel animal considered abused used entertainment purpose give u opportunity learn see close time hard handle fact animal might feeling pain mean imagine captive monkey whole life introduce human would sad;sadness;['im', 'sure', 'feel', 'animal', 'considered', 'abused', 'used', 'entertainment', 'purpose', 'give', 'u', 'opportunity', 'learn', 'see', 'close', 'time', 'hard', 'handle', 'fact', 'animal', 'might', 'feeling', 'pain', 'mean', 'imagine', 'captive', 'monkey', 'whole', 'life', 'introduce', 'human', 'would', 'sad'];['im', 'sure', 'feel', 'animal', 'considered', 'abused', 'used', 'entertainment', 'purpose', 'give', 'u', 'opportunity', 'learn', 'see', 'close', 'time', 'hard', 'handle', 'fact', 'animal', 'might', 'feeling', 'pain', 'mean', 'imagine', 'captive', 'monkey', 'whole', 'life', 'introduce', 'human', 'would', 'sad'];['im sure', 'sure feel', 'feel animal', 'animal considered', 'considered abused', 'abused used', 'used entertainment', 'entertainment purpose', 'purpose give', 'give u', 'u opportunity', 'opportunity learn', 'learn see', 'see close', 'close time', 'time hard', 'hard handle', 'handle fact', 'fact animal', 'animal might', 'might feeling', 'feeling pain', 'pain mean', 'mean imagine', 'imagine captive', 'captive monkey', 'monkey whole', 'whole life', 'life introduce', 'introduce human', 'human would', 'would sad']
234;cant believe country treat criminal agree punished face consequence beating death definitely excessive especially crime bad im sure help crime rate definitely dont think consider method come;disgust;['cant', 'believe', 'country', 'treat', 'criminal', 'agree', 'punished', 'face', 'consequence', 'beating', 'death', 'definitely', 'excessive', 'especially', 'crime', 'bad', 'im', 'sure', 'help', 'crime', 'rate', 'definitely', 'dont', 'think', 'consider', 'method', 'come'];['cant', 'believe', 'country', 'treat', 'criminal', 'agree', 'punished', 'face', 'consequence', 'beating', 'death', 'definitely', 'excessive', 'especially', 'crime', 'bad', 'im', 'sure', 'help', 'crime', 'rate', 'definitely', 'dont', 'think', 'consider', 'method', 'come'];['cant believe', 'believe country', 'country treat', 'treat criminal', 'criminal agree', 'agree punished', 'punished face', 'face consequence', 'consequence beating', 'beating death', 'death definitely', 'definitely excessive', 'excessive especially', 'especially crime', 'crime bad', 'bad im', 'im sure', 'sure help', 'help crime', 'crime rate', 'rate definitely', 'definitely dont', 'dont think', 'think consider', 'consider method', 'method come']
